2016-03-09	26940869,26943629,26950892,26944272,26950736,26949027,26950006,26950094,26939047,26940504,26949040,26945042,26944581,26950362,26947063,26945465,26935695,26950602,26950603,26941134
2016-03-10	26940869,26943629,26950892,26944272,26950736,26949027,26950006,26950094,26949040,26939047,26940504,26945042,26944581,26950362,26947063,26950360,26950602,26945465,26935695,26950603
2016-03-11	26959308,26958831,26959260,26940869,26952870,26957310,26958835,26958738,26956543,26959181,26943629,26957922,26959259,26959186,26957754,26959050,26950892,26951610,26944272,26959185
2016-03-12	26959308,26958831,26959260,26952870,26957310,26940869,26958835,26958738,26962582,26962217,26963549,26956543,26959181,26957922,26959259,26943629,26959186,26957754,26959050,26950892
2016-03-13	26965621,26959308,26958831,26959260,26952870,26957310,26940869,26958835,26958738,26962582,26962217,26963549,26956543,26959181,26957922,26947417,26959259,26943629,26959186,26957754
2016-03-14	26962217,26963549,26962582,26963564,26964146,26963593,26965621,293677,26959308,26958831,26961640,26961646,26959260,26960733,26970424,26940869,26952870,26967279,26957310,26958835
2016-03-15	26969735,293677,26965621,26967279,26966191,26967288,26969497,26965627,26962217,26965203,26963549,26962582,26967289,26967286,26969689,26963564,26964146,26965962,26963593,26967758
2016-03-16	26972635,26969735,293677,26973301,26965621,26971820,26974008,26974007,26972271,26972053,26974950,26974661,26974344,26967279,26974662,26966191,26967288,26969497,26974511,26965627
2016-03-17	26972635,26975599,26969735,293677,26977780,26087884,26977880,26973301,26965621,26971820,26974008,26976580,26974007,26972271,26975529,26972053,26976605,26977395,26978209,26974950
2016-03-18	26982734,26982728,26972635,26982722,26982723,26980239,26975599,26969735,26977780,26087884,293677,26977880,26965621,26982731,26973301,26979938,26982726,26971820,26976580,26974008
2016-03-19	26982734,26982728,26987018,26972635,26982722,26986019,26982723,26980239,26975599,26969735,26986464,26979938,26977780,293677,26973301,26087884,26977880,26982731,26971820,26982726
2016-03-20	26982734,26982728,26987018,26972635,26982722,26986019,26982723,26980239,26975599,26969735,293677,26986464,26977780,26979938,26087884,26977880,26982731,26973301,26982726,26965621
2016-03-21	26990607,26987018,26986019,26982734,26982728,26983541,26972635,26989253,26989246,26982722,26988170,26988139,26990991,26982723,26980239,26969735,26975599,26979938,26986464,293677
2016-03-22	26990607,26994509,26989253,26987018,26988139,26992833,26988170,26986019,26995790,26990991,26994616,26995730,26988905,26993503,26982734,26982728,26993805,26995055,26989177,26994814
2016-03-23	26990607,26997482,26998601,10068809,26996139,26999735,26994509,26989253,26999737,26987018,26998691,26997480,26998633,26998259,26996256,26999211,26988139,26992833,26999738,26998763
2016-03-24	26990607,26997482,26998601,10068809,26996139,26999735,26994509,26989253,26999737,26987018,26998691,26997480,26998633,26998259,26996256,26999211,26988139,26999738,26998763,26999822
2016-03-25	26990607,18533893,27007849,27007841,27000945,26997482,27007845,26998601,27001827,10068809,26996139,27007855,27007958,27007848,27007844,27008180,26999735,26994509,26989253,26999737
2016-03-26	18533893,26990607,27008969,27007849,27007841,27011354,27000945,26997482,27009278,27011048,27007845,26998601,10068809,26996139,27001827,27007855,27007958,27007844,27007848,26999735
2016-03-27	18533893,26990607,27012973,27008969,27007849,27007841,27011354,27000945,26997482,27009278,27011048,27007845,26998601,27001827,10068809,26996139,27007855,27007958,27009801,27007844
2016-03-28	18533893,27008969,27011354,27009278,27011048,26990607,27012973,27007849,27007841,27015748,27013429,27000945,27013737,26997482,27015311,27007845,26998601,27004044,27001827,10068809
2016-03-29	18533893,27008969,27013429,27013737,27015306,27011354,27009278,27011048,27015311,26990607,27017608,27013428,27015975,27016693,27015305,27016785,27013733,27013839,27015307,27015310
2016-03-30	27018887,18533893,27019049,27008969,27013429,27018834,27015306,27019327,27013737,27011354,27019329,27009278,27011048,27015311,26990607,27018655,27019871,27019341,27018577,27018799
2016-03-31	27022155,27018887,18533893,27019049,27008969,24365276,27021939,27013429,27018834,27015306,27019327,27013737,27023175,27011354,27020753,27019329,27009278,27011048,26990607,27018655
2016-04-01	27022155,27018887,18533893,27019049,27008969,24365276,27021939,27013429,27018834,27028667,27015306,27019327,27013737,27023175,27011354,27020753,27019329,27025652,27009278,27011048
2016-04-02	27022155,27018887,18533893,27019049,27008969,24365276,27021939,27013429,27018834,27028667,27015306,27019327,27013737,27023175,27011354,27020753,27019329,27025652,27009278,27011048
2016-04-03	27022155,27018887,18533893,27019049,27008969,24365276,27021939,27013429,27018834,27028667,27015306,27019327,27013737,27023175,27011354,27020753,27019329,27025652,27009278,27011048
2016-04-04	27022155,27018887,18533893,27019049,27008969,24365276,27021939,27013429,27018834,27028667,27015306,27019327,27013737,27023175,27011354,27020753,27019329,27025652,27009278,27011048
2016-04-05	27033548,27038591,27033547,27037575,27038923,27037191,27035812,27036863,27029595,27035970,27039291,27030102,27039078,27037079,27035813,27034373,27034378,27039171,27037238,27039057
2016-04-06	27033548,27038591,27033547,27037575,27038923,27037191,27035812,27044077,27044116,27043414,27036863,27042933,27029595,27035970,27039291,27043410,27039078,27030102,27037079,27035813
2016-04-07	27033548,27038591,27046524,27045557,27047985,27033547,27037575,27038923,27046831,27037191,27035812,27043414,27042933,27044077,27047249,27045844,27044116,27029595,27036863,27043410
2016-04-08	27049946,27033548,11898711,27051864,27038591,27050112,27049947,27046524,27045557,27047985,27033547,27037575,27038923,27037191,27035812,27046831,27043414,27047249,27042933,27044077
2016-04-09	27049946,27033548,11898711,27049947,27053774,27051864,27052803,27038591,27050112,27052831,27047694,27046524,27052382,27049943,27045557,27049939,27050856,27047985,27033547,27037575
2016-04-10	27057496,27055372,27058663,27049946,27033548,11898711,27049947,27053774,27052803,27051864,27038591,27052831,27050112,27047694,27046524,27045557,27052382,26394262,27049943,27047985
2016-04-11	27057496,27053774,27052831,27052803,27054314,27055372,27052382,27055200,27058663,27058556,27049946,27056623,27033548,11898711,27058937,27058955,27049947,27051864,27038591,27050112
2016-04-12	27058663,27055372,27058666,27058938,27058662,27058556,27053774,27058937,27058665,27052831,27052803,27058664,27060565,27054314,27058929,27058788,27058661,27058035,27060147,27058900
2016-04-13	27064148,27065833,27065010,27064257,27064903,27058663,27055372,27062929,27058666,27058938,15615106,27064449,27062923,27058662,27064076,27058556,27062927,27066299,27058937,27053774
2016-04-14	26188901,27064148,27065833,27065010,27064257,27064903,27058663,27055372,27062929,27058666,15615106,27064449,27058938,27062923,27058662,27064076,27058556,27062927,27053774,27066299
2016-04-15	27074377,26188901,27074515,27064148,27066744,27074370,27074509,27074508,27070380,27074511,27074513,27068224,27065833,27065010,27074503,27074312,27067599,27064257,27070702,27074389
2016-04-16	27074377,20713507,26188901,27064148,27074515,21478274,27066744,27074370,27074509,27074508,27070380,27074511,27074513,27068224,27076081,27078145,27065833,27065010,27074503,27064257
2016-04-17	27074377,27079880,20713507,26188901,27074515,27064148,21478274,27066744,27074370,27074509,27074508,27070380,27074511,27074513,27068224,27076081,27078145,27065833,27065010,27075704
2016-04-18	20713507,21478274,27078145,27074377,27076081,27079880,27075704,27078057,27078069,26188901,27074515,27083093,27064148,27066744,27074370,27074509,27074508,27070380,27074511,27074513
2016-04-19	27086196,20713507,27083981,27080313,21478274,27079678,27083334,27078145,27084741,27085723,27074377,27076081,27085913,27079176,27084739,27079880,27075704,27078057,27078069,27075101
2016-04-20	27088990,27086196,27089539,27087594,27089382,27089181,20713507,27089513,27088644,27089514,27089178,27088965,27086601,27083981,27088241,27089527,27080313,27087446,27079678,27083334
2016-04-21	27093288,27088990,27093365,27086196,27089539,27087594,27093158,27089382,27092830,27091974,27091703,27096365,20713507,27089181,27089513,27088644,27089514,27090508,27089178,27088965
2016-04-22	27096365,27096366,27096363,27096362,27096360,27093288,27097283,27096368,27088990,27093365,27086196,27097356,27096882,27089539,27093158,27094534,27087594,27089382,27092830,27096951
2016-04-25	27102172,26069290,25894913,27096365,27100989,27096366,25736978,27100611,27096363,27096362,27096360,27093288,27097283,27096368,27088990,27086196,27093365,27097356,27096882
2016-04-26	6715563,27102172,26069290,25894913,27103069,27096365,27108444,27102485,27107038,27104980,27103670,27108136,27102484,27102569,27108398,27100989,25736978,27108448,27107558
2016-04-27	6715563,27111720,27102172,26069290,27111508,27110918,27111890,25894913,27111235,27111611,27111294,27103069,27096365,27111280,27111841,27111036,27108444,27110660,27111843
2016-04-28	6715563,27111720,27114038,27102172,26069290,27114968,27120160,27113561,27112497,27111508,27110918,27111890,27115041,27116251,25894913,27112499,27111235,27114033,27115480,27096365
2016-04-29	27120160,27120157,27118425,27111720,27120414,27120802,27119237,27114038,27119012,27102172,27120812,26069290,27120156,27114968,27117709,27113561,27119968,27112497,27111508,27117758
2016-04-30	27120160,27120157,27124452,27111720,27118425,27123773,27120414,27124623,27120802,27119237,27114038,27102172,27119012,27120812,27109436,26069290,27120156,27118452,27114968,27119968
2016-05-01	27120160,27126423,27127236,27126459,27124452,27120157,27123773,27118425,27111720,27124623,27120414,27120802,27114038,27119237,27119012,27102172,27120812,27109436,26069290,27114968
2016-05-02	27124452,27120160,27124623,27123773,27126423,27127236,27126459,27120157,27126040,27118425,27127239,27111720,27120414,27125909,27120802,27119237,27119012,27114038,27120812,27102172
2016-05-03	27126459,27130520,27127236,27135926,27130213,27124452,27126040,27120160,27124623,27123773,27127239,27126039,27126044,27132058,27126423,27131987,27129450,27131917,27127234,27126046
2016-05-04	27135926,27136393,27136077,27126459,27136388,27135930,27133168,27130520,27133164,27135929,27135717,27127236,27133227,27135718,27133167,27135738,27130213,27136595,27126040,27136078
2016-05-05	27135926,27136393,27140923,27136077,27137896,27136388,27126459,27135930,27140691,27133168,27140632,27130520,27133164,27135929,27135717,27127236,27133227,27135718,27139439,27133167
2016-05-06	27135926,27144355,27144363,27136393,27144686,27143490,27140923,27136077,27137896,27126459,27145284,27144354,26644667,27145382,27136388,27142450,27135930,27145169,27140691,27144353
2016-05-07	27135926,27144355,27136078,27144363,27136393,27144686,27143490,27149401,27140923,27136077,27145382,27137896,27145284,27136388,27144354,26644667,27126459,27135930,26067849,27142450
2016-05-08	27151536,27135926,27144355,27136078,27144363,26966825,27136393,27144686,27140923,27149401,27143490,27137896,27136077,27145382,27145284,27144354,26792340,26644667,27126459,27136388
2016-05-09	27149401,27151536,27149521,27135926,27149628,26067849,27148186,27144355,27136078,26966825,26863146,27144363,27152436,27150497,27152424,26147924,27136393,27144686,27143490,27140923
2016-05-10	25524913,27152436,27152442,27152424,27153535,27153493,27151159,27153497,27149401,27153499,27153538,27153498,27153724,27135926,27151536,27149521,27150288,27151551,27153281,27149628
2016-05-11	25524913,27159373,27158761,27152436,27158114,27159561,27158906,27158904,27152442,27158780,27152424,27153535,27158907,27153493,27151159,27153497,27159017,27157931,27159579,27149401
2016-05-12	27161448,27160350,27163284,27162029,25524913,27159373,27158761,27160641,27158114,27152436,27163257,27158906,27159561,27158904,27164557,27152442,27158780,27152424,27158907,27153535
2016-05-13	17936790,27167723,27161448,27160350,27163284,27164932,27162029,27168238,25524913,27160641,27159373,27158761,27152436,27166358,27158114,27163257,27168354,27158906,27159561,27164557
2016-05-14	27159194,17936790,27167723,27161448,27160350,27163284,24184099,27164932,27162029,27165626,27168238,25524913,27159373,27158761,27160641,27158114,27168354,27166358,27152436,27163257
2016-05-15	27175106,27176727,27159194,27169833,27172245,27171688,17936790,27161448,27167723,27160350,27163284,26766547,24184099,25981200,27164932,27162029,27165626,27168238,25524913,27160641
2016-05-16	27175106,26694843,27176727,27159194,27172245,27169833,27171688,17936790,27170524,27167723,27174988,27169845,27174990,27161448,27175285,26766547,27160350,27163284,25981200,24184099
2016-05-17	27175106,27170039,26694843,27178736,27174990,27171759,27174988,27176727,27179026,27173435,27179361,27159194,26980073,27172245,27174984,27169833,27173920,27177718,27171688,17936790
2016-05-18	27175106,27170039,26694843,27178736,27174990,27171759,27176727,27174988,27179026,27173435,27179361,26980073,27159194,27172245,27173920,27174984,27169833,27177718,27179038,27174952
2016-05-19	27175106,27170039,26783723,26694843,27178736,27174990,27171759,27174988,27176727,27179026,27173435,27179361,26980073,26959053,27159194,27173920,27172245,27174984,27169833,27177718
2016-05-20	27175106,27192671,27192570,27170039,26783723,27192578,24500535,27191354,27192541,26694843,27192495,27189025,27178736,27180908,27174990,27180225,27171759,27185894,27180905,27181519
2016-05-21	27182422,27175106,27182886,27192671,27192570,27194423,27196115,27193687,27170039,26783723,27196099,27192578,27196520,27191672,24500535,26694843,27191354,27193574,27196972,27192541
2016-05-22	27182422,27199791,27198714,27198675,27175106,27182886,27192671,27192570,27194423,27196115,26783723,27193687,27170039,27196099,27192578,22950087,27196520,27191672,24500535,27191354
2016-05-23	27182422,27194423,27196115,27196099,27193687,27196520,25753776,27199791,27196972,27193574,27198714,27197071,27195814,27198675,27193190,27175106,27199566,27192671,27182886,27203109
2016-05-24	27209600,27198675,27203175,27182422,27208701,27208633,27194423,27196115,27203109,27196099,27199435,27193687,27207108,27198673,27196520,25753776,27208380,27199791,27196972,27193574
2016-05-25	27213481,27214048,27212660,27209600,27198675,27210042,27213690,27211867,27214280,27212593,27203175,27214379,27211788,27182422,27210264,27208701,27208633,27213817,27214778,27213815
2016-05-26	27219125,27218448,27213481,27219062,27220087,27214048,27212660,27209600,27198675,27210042,27213690,27211867,27219060,27216776,27214280,27218233,27212593,27219625,27218450,27203175
2016-05-27	27219125,27218448,27223304,27222091,26473521,27222919,27213481,27224921,27224930,27219062,27220087,27223671,27214048,27223118,27224938,27212660,27209600,27198675,27210042,27213690
2016-05-28	27219125,27218448,27223304,26473521,27085996,27222091,27217934,27218874,27222919,27225182,27213481,27224921,27219279,27221689,27224930,27219062,27220087,27225129,27223671,27214048
2016-05-29	27229144,27219125,27218448,26549600,27229896,27226647,27223304,26473521,27232487,27085996,27222091,27217934,27218874,27222919,27225182,27213481,27221689,27224921,27219279,27219062
2016-05-30	27225182,27229144,27225129,27235824,26549600,27219125,27218448,27229896,27226647,27235022,27223304,27231949,26473521,27232487,27085996,27232714,27230792,27222091,27217934,27230218
2016-05-31	27235022,27236699,27230380,27225182,25213836,27229144,27234522,27236440,27236861,27236050,27225129,27235824,26549600,27219125,27218448,27229896,27236331,27226647,26473521,27231949
2016-06-01	27235022,27238023,27240091,27238018,27238081,27239032,27239795,27236699,27239035,27239760,27240195,27240419,27237052,27230380,27225182,25213836,27229144,27239797,27234522,27239935
2016-06-02	9261917,27235022,27244249,27238023,27240091,27242579,27238018,27238081,26644651,27239032,27239795,27239035,27236699,27239760,27240195,27240419,27241552,27237052,27230380,27241208
2016-06-03	27248712,27249753,9261917,27235022,27247001,27246017,27244249,27238023,27249330,27249772,23873868,27245636,27240091,27242579,27249678,27247277,27238018,26644651,27238081,27239032
2016-06-04	27253835,27248712,27249753,9261917,27235022,27253448,27252719,27247001,27251151,27251275,27251290,27238023,27251266,27246017,27249330,27244249,27251288,27249772,23873868,27240091
2016-06-05	27253835,27256883,27259145,26651837,27248712,27249753,9261917,23667441,27235022,27253448,27252719,27251151,27247001,27251275,27251290,27244249,27251266,27246017,27251288,27249330
2016-06-06	27253835,27256883,23667441,27252719,27253448,27251275,27251290,27251266,27251288,24690765,27259145,26651837,27251151,27253694,27248712,27258303,27249753,9261917,27256112,27235022
2016-06-07	27253835,23667441,24690765,26686241,2238799,27256883,27260862,27259148,27257258,27252719,27253448,27256670,27251275,27261202,27260156,27261847,27251290,27251266,23261019,27251288
2016-06-08	27253835,26686241,23667441,24690765,2238799,27256883,17060511,27260862,27259148,23650447,27257258,27256670,27252719,27253448,27251275,27261202,27260156,27261847,27251290,23261019
2016-06-09	27253835,26686241,23667441,24690765,2238799,17060511,27256883,27260862,27259148,23650447,27252719,27253448,27257258,27256670,27251275,27261202,27260156,27261847,27251290,27251266
2016-06-10	27253835,27276584,26686241,23667441,24690765,27272384,27276561,27274053,2238799,27260862,27259148,17060511,27256883,27257258,23650447,27256670,27252719,27253448,27251275,27261202
2016-06-11	27281202,27279226,27253835,27267663,27276584,27281222,27281220,27274053,27281208,27272384,27280787,27276561,27280971,27280977,27281205,27072064,26686241,23667441,24690765,27281218
2016-06-12	27281805,25085605,27282953,27284167,27281202,27284030,27284200,27253835,27279226,27267663,27276584,27281222,27281220,27274053,27281208,27280787,27272384,27280971,27276561,27280977
2016-06-13	27288039,27281202,27279226,27091187,27281222,27281220,27281205,27280977,27281805,25085605,27280787,27281208,27280971,27282953,27279214,27281421,27281741,27281199,27281218,27284167
2016-06-14	27288039,27091187,27281202,27282953,27279226,27284167,27281222,27281220,27285820,27289569,27281205,27280977,27281805,27283993,27290613,27280787,27281208,25085605,27280971,27279214
2016-06-15	27288039,27091187,27295427,27281202,27282953,27279226,27284167,27293547,27294619,27281222,27281220,27291619,27285820,27289569,27295554,27281205,27280977,25085605,27283993,27290613
2016-06-16	27288039,27091187,27299675,27297201,27295427,27301070,27281202,27300278,27282953,27300434,22980211,27296393,27279226,27300487,27299618,27284167,27300537,27300435,27293547,27294619
2016-06-17	27091187,27288039,27304505,27297201,27299675,27304953,27305043,27295427,27301070,27304513,27304510,27304074,21157679,27304509,27304506,27301722,27281202,27282953,27303270,27300278
2016-06-18	27288039,27309802,27304505,27091187,27297201,27299675,21157679,27304953,27295427,27309807,27305043,27301559,27301070,27299989,27304513,27304510,27304074,27304509,27304506,27301722
2016-06-19	27316915,27315483,27309802,27288039,27312235,27315481,27304505,27091187,27297201,25906426,27299675,21157679,27304953,27309807,27299989,27301559,27305043,27301070,27295427,27304513
2016-06-20	27309802,27316915,27309807,21157679,27311081,27306663,25557382,27315483,27312235,27091187,27304505,27288039,27315481,27297201,25906426,27299675,27304953,27305043,27299989,27301559
2016-06-21	27316915,19749610,27318931,25557382,27315483,27315481,27309802,27305952,22935547,27313051,25204545,27309807,21157679,27315476,27315834,26019246,27306663,27311081,27309819,27309352
2016-06-22	27316915,19749610,27318931,25557382,27322743,27315483,27321923,27315481,27309802,27322420,27323328,27311214,27305952,27322543,27320049,22935547,27320042,27315834,27313051,25204545
2016-06-23	27316915,19749610,27318931,25557382,27322743,27315483,27325776,27321923,27309802,27327646,27328445,27315481,27322420,27323328,27311214,27305952,27322543,27320049,27320042,27315834
2016-06-24	27316915,27332730,27332733,27329908,19749610,27318931,27329820,25557382,27331824,27329784,27330136,27315483,27332734,27332784,27322743,27325776,27321923,27315481,27327646,27328445
2016-06-25	27316915,20100756,27332730,17332442,27332733,27329908,27325536,27336944,19749610,27329820,27318931,27331824,25557382,27337592,27329784,27334272,27330136,27322743,27332734,27332784
2016-06-26	27338716,1874951,27316915,11883969,20100756,17332442,27332730,27332733,27329908,27325536,27336944,19749610,27318931,27329820,27331824,25557382,27337592,27329784,27334272,26071633
2016-06-27	27338716,27184285,20100756,27336944,1874951,27316915,27337592,27334272,27334615,27336301,11883969,27335052,27336715,26811110,27337340,27339607,27332730,17332442,27339435,27338594
2016-06-28	27339251,27339099,27338716,27338953,27184285,20100756,27338794,27336944,27340770,1874951,27338021,27341390,27316915,27337592,27334272,27334615,27336301,27341420,27340022,11883969
2016-06-29	27339251,27347757,27348499,27338716,27339099,27348136,27338953,27184285,20100756,27338794,1874951,27348412,27336944,27340770,27338021,27341390,27316915,27347849,27337592,27348077
2016-06-30	27347757,27339251,27348499,27348136,27339099,27338716,27348625,27184285,27338953,20100756,27350235,27338794,27347849,27336944,27348412,27348077,20646183,27340770,1874951,27345367
2016-07-01	27355570,27354515,27339251,27347757,27348499,27348136,27353328,27355649,27339099,27338716,27350235,27348625,27338953,27184285,17047531,20100756,20646183,27338794,27347849,27340770
2016-07-02	27355570,27354515,27356102,27358323,27362237,27347757,27353328,27339251,27348499,27355649,27348136,27362227,27357649,27354485,27338716,27348625,27339099,27350235,27355411,27338953
2016-07-03	27355649,27355570,27354515,27356102,27358323,27362237,27353328,27339251,27347757,27348499,27362227,27348136,27357649,27354485,27362234,27338716,27339099,27350235,27184285,27348625
2016-07-04	26129928,27358323,27362237,27362227,27362234,27355649,27355570,27282982,27354515,27356102,27339251,27353328,27347757,27348499,27348136,27357649,27354485,27339099,27338716,27338953
2016-07-05	26129928,27358323,27362237,26271931,27362227,27362234,27357649,27355649,27362483,27362226,27355570,27282982,27354515,27356102,27339251,27353328,27347757,27348499,27348136,27354485
2016-07-06	26271931,26129928,26148051,27358323,27362237,27362227,27362234,27357649,27355649,27374403,27362483,27362226,27371758,27355570,17593063,27282982,27354515,27356102,27347757,27339251
2016-07-07	26271931,27379574,26129928,27379960,26148051,27378374,27358323,27362237,27376698,27362227,27362234,27357649,27374403,27375735,27354031,27374334,27376576,27362483,27355649,27374330
2016-07-08	26271931,27379574,27381537,26129928,27380939,27382155,27382161,27381243,27381182,27379960,26148051,27378374,27382338,27382453,27377953,26016488,27358323,27362237,27376698,27362227
2016-07-09	21514642,26271931,27379574,27383988,27381537,27377953,27383793,26129928,27383987,27380939,27376700,27382155,27382161,27381243,14127686,27381182,26148051,27379960,27383980,27378374
2016-07-10	21514642,26183073,27379574,26271931,27383988,27381537,27377953,27383793,27383987,26129928,27376700,27380939,27382155,27382161,27381243,14127686,20711498,27381182,27379960,27383980
2016-07-11	21514642,27383988,27383987,27383793,14127686,26183073,27383781,27383980,27383981,27383986,27383790,26271931,27384348,27379574,27388979,27385740,27383983,27386159,27382931,27381537
2016-07-12	21514642,27383988,27383987,27383793,27394703,27387532,14127686,27392145,26183073,27383781,27383980,27394966,27383981,27383986,27383790,27392648,26271931,27391408,27379574,27384348
2016-07-13	27400401,27398621,27400265,21514642,27396625,27398620,27397684,27397506,27397505,27398291,27383988,27396868,27400233,27399843,27399419,27398909,27400447,27383987,27383793,27394703
2016-07-14	23735849,27400401,27398621,27404874,27400265,21514642,27404719,27402906,27401397,27396625,27398620,27397684,27397506,27397505,27404981,27398291,27402742,27402340,27383988,27404485
2016-07-15	23735849,27400401,27398621,27404874,27400265,21514642,27404719,27402906,27401397,27396625,27398620,27397684,27397506,27397505,27404981,23967740,27398291,27402340,27402742,27404485
2016-07-16	23735849,27398917,27402957,27400401,23967740,27398621,27404874,27400265,27406736,12825147,21514642,27404719,27409813,27405721,27402906,27401397,27409811,27396625,27398620,27397684
